title,author,year,publisher,image_url_m,isbn
Honor Bound (Honor Bound (Audio)),W. E. B. Griffin,1998,Media Books Audio Publishing,http://images.amazon.com/images/P/1578150124.01.MZZZZZZZ.jpg,1578150124a
Catering to Nobody (Culinary Mystery),Diane Mott Davidson,2001,Media Books Audio Publishing,http://images.amazon.com/images/P/1578151910.01.MZZZZZZZ.jpg,1578151910a
The Cereal Murders (Culinary Mystery),Diane Mott Davidson,2001,Media Books Audio Publishing,http://images.amazon.com/images/P/1578151929.01.MZZZZZZZ.jpg,1578151929a
Trilogy of Mysteries,John Sandford,2002,Media Books Audio Publishing,http://images.amazon.com/images/P/1578152534.01.MZZZZZZZ.jpg,1578152534a
A Trilogy of Janet Evanovich: Four to Score/High Five/Hot Six,Janet Evanovich,2002,Media Books Audio Publishing,http://images.amazon.com/images/P/1578152712.01.MZZZZZZZ.jpg,1578152712a
My Mate Shofiq (Lions),Jan Needle,1983,HarperCollins Publishers,http://images.amazon.com/images/P/0006715184.01.MZZZZZZZ.jpg,6715184a
Get Shorty,Elmore Leonard,2002,HarperTorch,http://images.amazon.com/images/P/006008216X.01.MZZZZZZZ.jpg,006008216Xa
Permutation City,Greg Egan,1995,Eos,http://images.amazon.com/images/P/006105481X.01.MZZZZZZZ.jpg,006105481Xa
Sacrament,Clive Barker,1997,HarperTorch,http://images.amazon.com/images/P/0061091995.01.MZZZZZZZ.jpg,61091995a
Honor Among Thieves,Jeffrey Archer,1994,HarperTorch,http://images.amazon.com/images/P/0061092045.01.MZZZZZZZ.jpg,61092045a
Family Pictures,Sue Miller,1991,HarperTorch,http://images.amazon.com/images/P/0061099252.01.MZZZZZZZ.jpg,61099252a
The Last Battle,C. S. Lewis,1994,HarperCollins,http://images.amazon.com/images/P/006447108X.01.MZZZZZZZ.jpg,006447108Xa
,,,,,91863279a
Primary Colors,Anonymous,1996,Trafalgar Square,http://images.amazon.com/images/P/0099743612.01.MZZZZZZZ.jpg,99743612a
The Anglo-Saxons (Pelican books),David M Wilson,1971,Penguin,http://images.amazon.com/images/P/0140212299.01.MZZZZZZZ.jpg,140212299a
This Time of Darkness,H. M. Hoover,1985,Penguin USA,http://images.amazon.com/images/P/0140318720.01.MZZZZZZZ.jpg,140318720a
,,,,,140620257a
,,,,,140621725a
The Character of Cats,Stephen Budiansky,2003,Penguin Books,http://images.amazon.com/images/P/014200281X.01.MZZZZZZZ.jpg,014200281Xa
"\ Lamb to the Slaughter and Other Stories (Penguin 60s S.)""",Roald Dahl,1995,Penguin Books Ltd,http://images.amazon.com/images/P/0146000552.01.MZZZZZZZ.jpg,146000552a
,,,,,146002083a
The Life of God: (As Told by Himself),Franco Ferrucci,1996,University of Chicago Press,http://images.amazon.com/images/P/0226244954.01.MZZZZZZZ.jpg,226244954a
Scented Plants: Instant Reference to More Than 250 Plants,David Squire,2002,Cassell,http://images.amazon.com/images/P/0304359416.01.MZZZZZZZ.jpg,304359416a
James Herriot's Cat Stories,James Herriot,1994,St. Martin's Press,http://images.amazon.com/images/P/0312113420.01.MZZZZZZZ.jpg,312113420a
Meditations on Middle Earth,Karen Haber,2001,St. Martin's Press,http://images.amazon.com/images/P/0312275366.01.MZZZZZZZ.jpg,312275366a
"The Precipice (The Asteroid Wars, Book 1)",Ben Bova,2001,Tor Books,http://images.amazon.com/images/P/0312848765.01.MZZZZZZZ.jpg,312848765a
"Beggars Ride (Beggars Trilogy, Book 3)",Nancy Kress,1996,Tor Books,http://images.amazon.com/images/P/0312858175.01.MZZZZZZZ.jpg,312858175a
"The Forever Hero : Dawn for a Distant Earth, The Silent Warrior, In Endless Twilight (Forever Hero)",L. E. Modesitt Jr.,1999,Tor Books,http://images.amazon.com/images/P/0312868383.01.MZZZZZZZ.jpg,312868383a
Venus,Ben Bova,2000,St Martins Pr,http://images.amazon.com/images/P/031287216X.01.MZZZZZZZ.jpg,031287216Xa
The Chronoliths,Robert Charles Wilson,2001,Tor Books,http://images.amazon.com/images/P/0312873840.01.MZZZZZZZ.jpg,312873840a
Alien Emergencies : A Sector General Omnibus (Sector General),James White,2002,Orb Books,http://images.amazon.com/images/P/0312877706.01.MZZZZZZZ.jpg,312877706a
Truly Tasteless Jokes VIII,Blanche Knott,1988,St. Martin's Press,http://images.amazon.com/images/P/0312910584.01.MZZZZZZZ.jpg,312910584a
The Maiden's Revenge,Hillary Fields,2000,St. Martin's Press,http://images.amazon.com/images/P/0312972822.01.MZZZZZZZ.jpg,312972822a
A Place of Execution,Val McDermid,2001,St. Martin's Paperbacks,http://images.amazon.com/images/P/0312979533.01.MZZZZZZZ.jpg,312979533a
The Road to Compiegne (French Revolution Series),Jean Plaidy,1988,Pan Macmillan,http://images.amazon.com/images/P/0330231715.01.MZZZZZZZ.jpg,330231715a
Origami (Teach Yourself S.),Robert Harbin,1992,Hodder Arnold Teach Yourself,http://images.amazon.com/images/P/0340565276.01.MZZZZZZZ.jpg,340565276a
Well Groomed,Fiona Walker,1997,Coronet Books,http://images.amazon.com/images/P/034066049X.01.MZZZZZZZ.jpg,034066049Xa
ONE HUNDRED WAYS TO A HAPPY CAT,Celia Haddon,2001,Hodder &amp; Stoughton,http://images.amazon.com/images/P/0340745983.01.MZZZZZZZ.jpg,340745983a
Return of the Jedi (Star Wars),James Kahn,1983,Del Rey Books,http://images.amazon.com/images/P/0345307674.01.MZZZZZZZ.jpg,345307674a
Stallion Gate,Martin Cruz Smith,1987,Ballantine Books,http://images.amazon.com/images/P/0345310799.01.MZZZZZZZ.jpg,345310799a
The Door into Summer,Robert A. Heinlein,1993,Del Rey Books,http://images.amazon.com/images/P/0345330129.01.MZZZZZZZ.jpg,345330129a
London Match,Len Deighton,1989,Ballantine Books,http://images.amazon.com/images/P/0345332687.01.MZZZZZZZ.jpg,345332687a
Feast of All Saints,Anne Rice,1986,Ballantine Books,http://images.amazon.com/images/P/0345334531.01.MZZZZZZZ.jpg,345334531a
The Queen of the Damned (Vampire Chronicles (Paperback)),Anne Rice,1993,Ballantine Books,http://images.amazon.com/images/P/0345351525.01.MZZZZZZZ.jpg,345351525a
The Dolphins of Pern (Dragonriders of Pern (Paperback)),Anne McCaffrey,1995,Del Rey Books,http://images.amazon.com/images/P/0345368959.01.MZZZZZZZ.jpg,345368959a
Rainbow's End,Martha Grimes,1996,Ballantine Books,http://images.amazon.com/images/P/0345394267.01.MZZZZZZZ.jpg,345394267a
For Writers Only,Sophy Burnham,1996,Ballantine Books,http://images.amazon.com/images/P/034540405X.01.MZZZZZZZ.jpg,034540405Xa
Prospero's Children,Jan Siegel,2000,Del Rey Books,http://images.amazon.com/images/P/0345439015.01.MZZZZZZZ.jpg,345439015a
While I Was Gone,Sue Miller,1999,Ballantine Books,http://images.amazon.com/images/P/0345443284.01.MZZZZZZZ.jpg,345443284a
Dying to Please,LINDA HOWARD,2003,Ballantine Books,http://images.amazon.com/images/P/0345453409.01.MZZZZZZZ.jpg,345453409a
Cordina's Crown Jewel,Nora Roberts,2002,Silhouette,http://images.amazon.com/images/P/0373244487.01.MZZZZZZZ.jpg,373244487a
"The Princess And The Duke (Crown And Glory) (Silhouette Special Edition, No. 1465)",Allison Leigh,2002,Silhouette,http://images.amazon.com/images/P/0373244657.01.MZZZZZZZ.jpg,373244657a
"Royal Protocol  (Crown And Glory) (Silhouette Special Edition, No. 1471)",Christine Flynn,2002,Silhouette,http://images.amazon.com/images/P/0373244711.01.MZZZZZZZ.jpg,373244711a
Death Prone,Clare Curzon,1995,Worldwide Library,http://images.amazon.com/images/P/0373261896.01.MZZZZZZZ.jpg,373261896a
"Yankee (Harlequin Historical, No 57)",Kristin James,1990,Harlequin,http://images.amazon.com/images/P/0373286570.01.MZZZZZZZ.jpg,373286570a
"Cecilia And The Stranger (Harlequin Historical, No 286)",Liz Ireland,1995,Harlequin,http://images.amazon.com/images/P/0373288867.01.MZZZZZZZ.jpg,373288867a
"Once An Outlaw (Harlequin Historical, No 296)",Theresa Michaels,1995,Harlequin,http://images.amazon.com/images/P/0373288964.01.MZZZZZZZ.jpg,373288964a
"Cally And The Sheriff (Harlequin Historical, No 981)",James E. Austin,1997,Harlequin,http://images.amazon.com/images/P/0373289812.01.MZZZZZZZ.jpg,373289812a
My Lord De Burgh (Historical),Deborah Simmons,2000,Harlequin,http://images.amazon.com/images/P/0373291337.01.MZZZZZZZ.jpg,373291337a
"Maid Of Midnight (Harlequin Historical Series, No 540)",Ana Seymour,2000,Harlequin,http://images.amazon.com/images/P/037329140X.01.MZZZZZZZ.jpg,037329140Xa
"Sea Nymph (Sirens Of The Sea) (American Historical Series, No 545)",Ruth Langan,2001,Harlequin,http://images.amazon.com/images/P/0373291450.01.MZZZZZZZ.jpg,373291450a
"Autumn'S Bride (Harlequin Historical Series, No. 582)",Catherine Archer,2001,Harlequin,http://images.amazon.com/images/P/0373291825.01.MZZZZZZZ.jpg,373291825a
"My Lady De Burgh (Harlequin Historical Series, No. 584)",Deborah Simmons,2001,Harlequin,http://images.amazon.com/images/P/0373291841.01.MZZZZZZZ.jpg,373291841a
"Bride Of The Isle (Harlequin Historical, No. 609)",Margo Maguire,2002,Harlequin,http://images.amazon.com/images/P/0373292090.01.MZZZZZZZ.jpg,373292090a
"The Dark Knight (Harlequin Historical, No. 612)",Tori Phillips,2002,Harlequin,http://images.amazon.com/images/P/0373292120.01.MZZZZZZZ.jpg,373292120a
Beauty and The Baron,Deborah Hale,2003,Harlequin,http://images.amazon.com/images/P/0373292554.01.MZZZZZZZ.jpg,373292554a
"Winter Woman (Harlequin Historical, 671)",Jenna Kernan,2003,Harlequin,http://images.amazon.com/images/P/0373292716.01.MZZZZZZZ.jpg,373292716a
The Odyssey : A Stage Version,Derek Walcott,1993,Noonday Press,http://images.amazon.com/images/P/0374523878.01.MZZZZZZZ.jpg,374523878a
Trouble With Thirteen,Betty Miles,1985,Avon Books,http://images.amazon.com/images/P/038067470X.01.MZZZZZZZ.jpg,038067470Xa
Communion : A True Story,Whitley Strieber,1988,Avon,http://images.amazon.com/images/P/0380703882.01.MZZZZZZZ.jpg,380703882a
"Pendragon : Book Four of the Pendragon Cycle (Pendragon Cycle, No 4)",Stephen R. Lawhead,1995,Eos,http://images.amazon.com/images/P/0380717573.01.MZZZZZZZ.jpg,380717573a
"Woman's Work: The Housewife, Past and Present",Ann Oakley,1976,Random House Inc,http://images.amazon.com/images/P/0394719603.01.MZZZZZZZ.jpg,394719603a
The Lazarus Effect,Frank Herbert,1983,Putnam Pub Group,http://images.amazon.com/images/P/0399128158.01.MZZZZZZZ.jpg,399128158a
Stranger Strg Lnd,Robert A. Heinlein,1980,Berkley Publishing Group,http://images.amazon.com/images/P/0425046885.01.MZZZZZZZ.jpg,425046885a
The Jesus Incident,Frank Herbert,1983,Berkley Publishing Group,http://images.amazon.com/images/P/0425061930.01.MZZZZZZZ.jpg,425061930a
Icebreaker,John Gardner,1984,Berkley Publishing Group,http://images.amazon.com/images/P/0425067645.01.MZZZZZZZ.jpg,425067645a
Prizzis Honor,Richard Condon,1985,Berkley Publishing Group,http://images.amazon.com/images/P/042508471X.01.MZZZZZZZ.jpg,042508471Xa
Night Prey,John Sandford,2004,Berkley Publishing Group,http://images.amazon.com/images/P/0425146413.01.MZZZZZZZ.jpg,425146413a
Glory in Death,J. D. Robb,2004,Berkley Publishing Group,http://images.amazon.com/images/P/0425150984.01.MZZZZZZZ.jpg,425150984a
Point of Origin,Patricia Daniels Cornwell,1999,Berkley Publishing Group,http://images.amazon.com/images/P/0425169863.01.MZZZZZZZ.jpg,425169863a
Dale Brown's Dreamland,Dale Brown,2001,Berkley Publishing Group,http://images.amazon.com/images/P/0425181200.01.MZZZZZZZ.jpg,425181200a
Atlantis Gate (Atlantis),Greg Donegan,2002,Berkley Publishing Group,http://images.amazon.com/images/P/0425185729.01.MZZZZZZZ.jpg,425185729a
Red Rabbit,Tom Clancy,2003,Berkley Publishing Group,http://images.amazon.com/images/P/0425191184.01.MZZZZZZZ.jpg,425191184a
BOYS FROM BRAZIL,IRA LEVIN,1977,Dell,http://images.amazon.com/images/P/0440107601.01.MZZZZZZZ.jpg,440107601a
Father's Days,Katherine Brady,1985,Bantam Books (Mm),http://images.amazon.com/images/P/0440124751.01.MZZZZZZZ.jpg,440124751a
The Penultimate Truth,Philip K. Dick,1980,Dell Books,http://images.amazon.com/images/P/0440169267.01.MZZZZZZZ.jpg,440169267a
Heaven and Hell,JOHN JAKES,1988,Dell,http://images.amazon.com/images/P/0440201705.01.MZZZZZZZ.jpg,440201705a
Burden of Desire,Robert MacNeil,1993,Dell Publishing Company,http://images.amazon.com/images/P/0440215099.01.MZZZZZZZ.jpg,440215099a
Bad Guys: America's Most Wanted in Their Own Words,Mark Baker,1997,Dell,http://images.amazon.com/images/P/0440223423.01.MZZZZZZZ.jpg,440223423a
The Testament,John Grisham,1999,Dell,http://images.amazon.com/images/P/0440234743.01.MZZZZZZZ.jpg,440234743a
Sister of the Bride,Beverly Cleary,1986,Laurel-Leaf Books,http://images.amazon.com/images/P/0440975964.01.MZZZZZZZ.jpg,440975964a
"The Crimson Claw (LucasFilm's Alien Chronicles, Book 2)",Deborah Chester,1998,Ace Books,http://images.amazon.com/images/P/0441005659.01.MZZZZZZZ.jpg,441005659a
Endless Frontier (Endless Frontier),Jerry Pournelle,1985,Ace Books,http://images.amazon.com/images/P/0441206697.01.MZZZZZZZ.jpg,441206697a
Unicorn Point (Apprentice Adept (Paperback)),Piers Anthony,1990,ACE Charter,http://images.amazon.com/images/P/0441845630.01.MZZZZZZZ.jpg,441845630a
Murder in the Queen's Armes (A Gideon Oliver Mystery),Aaron Elkins,1994,Warner Books,http://images.amazon.com/images/P/0445409134.01.MZZZZZZZ.jpg,445409134a
Cradle,Gentry Lee,1989,Warner Books,http://images.amazon.com/images/P/0446356018.01.MZZZZZZZ.jpg,446356018a
The Best Laid Plans,Sidney Sheldon,1998,Warner Books,http://images.amazon.com/images/P/0446604089.01.MZZZZZZZ.jpg,446604089a
When the Wind Blows,James Patterson,1999,Warner Vision,http://images.amazon.com/images/P/0446607657.01.MZZZZZZZ.jpg,446607657a
The Proving Ground,G. Bruce Knecht,2002,Warner Books,http://images.amazon.com/images/P/0446611859.01.MZZZZZZZ.jpg,446611859a
The Children of First Man,James Alexander Thom,1995,Fawcett Books,http://images.amazon.com/images/P/0449149706.01.MZZZZZZZ.jpg,449149706a
Kane and Abel,Jeffrey Archer,1981,Fawcett Books,http://images.amazon.com/images/P/0449204758.01.MZZZZZZZ.jpg,449204758a
Black Amber,Phyllis A. Whitney,1981,Fawcett Books,http://images.amazon.com/images/P/0449239438.01.MZZZZZZZ.jpg,449239438a
Covenant,James Michener,1982,Ballantine Books,http://images.amazon.com/images/P/0449244741.01.MZZZZZZZ.jpg,449244741a
Stories Hawthorne,Kazin,1981,Not Avail,http://images.amazon.com/images/P/0449308464.01.MZZZZZZZ.jpg,449308464a
A Thousand Acres (Ballantine Reader's Circle),JANE SMILEY,1992,Ballantine Books,http://images.amazon.com/images/P/0449907481.01.MZZZZZZZ.jpg,449907481a
The Cat Who Went to Paris,Peter Gethers,1996,Ballantine Books,http://images.amazon.com/images/P/0449907635.01.MZZZZZZZ.jpg,449907635a
The Midwife: A Novel,Gay Courter,1994,Signet Book,http://images.amazon.com/images/P/0451156234.01.MZZZZZZZ.jpg,451156234a
Dark Forces: New Stories of Suspense and Supernatural Horror,Kirby McCauley,1989,Signet Book,http://images.amazon.com/images/P/0451162218.01.MZZZZZZZ.jpg,451162218a
Stiletto,Harold Robbins,1999,Signet Book,http://images.amazon.com/images/P/0451197437.01.MZZZZZZZ.jpg,451197437a
Cosmonaut,Peter McAllister,2003,Onyx Books,http://images.amazon.com/images/P/0451410769.01.MZZZZZZZ.jpg,451410769a
"The Way of the Wolf (The Vampire Earth, Book 1)",E. E. Knight,2003,Roc,http://images.amazon.com/images/P/0451459393.01.MZZZZZZZ.jpg,451459393a
"Frankenstein Or, the Modern Prometheus",Mary Wollstonecraft Shelley,1994,Signet Book,http://images.amazon.com/images/P/0451523369.01.MZZZZZZZ.jpg,451523369a
Dutch cinema: An illustrated history,Peter Cowie,1979,A. S. Barnes,http://images.amazon.com/images/P/0498024253.01.MZZZZZZZ.jpg,498024253a
Winter World,C. J. Mills,1988,Not Avail,http://images.amazon.com/images/P/0517000652.01.MZZZZZZZ.jpg,517000652a
M.C. Escher (The Miniature Masterpieces Series),M. C. Escher,1994,Random House Value Publishing,http://images.amazon.com/images/P/0517119250.01.MZZZZZZZ.jpg,517119250a
,,,,,552128481a
,,,,,552142379a
,,,,,552149209a
Scoundrel Time,Lillian Hellman,1977,Bantam books,http://images.amazon.com/images/P/0553102826.01.MZZZZZZZ.jpg,553102826a
,,,,,553129198a
Children of the Lion,Peter Danielson,1980,Bantam Doubleday Dell,http://images.amazon.com/images/P/0553142496.01.MZZZZZZZ.jpg,553142496a
Altered States,Paddy Chayefsky,1981,Bantam Books (Mm),http://images.amazon.com/images/P/0553147374.01.MZZZZZZZ.jpg,553147374a
Side Effects,Michael Palmer,1985,Bantam Doubleday Dell,http://images.amazon.com/images/P/0553245856.01.MZZZZZZZ.jpg,553245856a
"Stars in Her Eyes (Sweet Dreams, No 122)",Dee Daley,1987,Starfire,http://images.amazon.com/images/P/0553264192.01.MZZZZZZZ.jpg,553264192a
All Things Wise and Wonderful,James Herriot,1981,Bantam,http://images.amazon.com/images/P/0553266055.01.MZZZZZZZ.jpg,553266055a
All Creatures Great and Small,James Herriot,1985,Bantam Books,http://images.amazon.com/images/P/0553268120.01.MZZZZZZZ.jpg,553268120a
The Day Before Midnight,Stephen Hunter,1993,Bantam Books,http://images.amazon.com/images/P/0553282352.01.MZZZZZZZ.jpg,553282352a
"Wraith Squadron (Star Wars: X-Wing Series, Book 5)",Aaron Allston,1998,Spectra Books,http://images.amazon.com/images/P/0553578944.01.MZZZZZZZ.jpg,553578944a
Ashes to Ashes,TAMI HOAG,2000,Bantam,http://images.amazon.com/images/P/0553579606.01.MZZZZZZZ.jpg,553579606a
Seize the Night,DEAN KOONTZ,1999,Bantam,http://images.amazon.com/images/P/0553580191.01.MZZZZZZZ.jpg,553580191a
The oracle of change: How to consult the I ching;,Alfred Douglas,1971,Gollancz,http://images.amazon.com/images/P/0575005998.01.MZZZZZZZ.jpg,575005998a
British and American Short Stories (Longman Fiction),A. Laude,1997,Penguin Longman Publishing,http://images.amazon.com/images/P/0582275164.01.MZZZZZZZ.jpg,582275164a
"The Anglo-Saxon Age, C.400-1042 (History of England in Eleven Volumes)",D. J. V. Fisher,1977,Longman Group United Kingdom,http://images.amazon.com/images/P/0582480841.01.MZZZZZZZ.jpg,582480841a
Jamacia Inn (Longman Simplified English Series),Daphne Du Maurier,1978,Longman Group United Kingdom,http://images.amazon.com/images/P/0582528232.01.MZZZZZZZ.jpg,582528232a
Hanson: An Unauthorized Biography,Marie T. Morreale,1997,Scholastic,http://images.amazon.com/images/P/059010683X.01.MZZZZZZZ.jpg,059010683Xa
The dog is us and other observations,Marcelle Clements,1985,Viking,http://images.amazon.com/images/P/0670808393.01.MZZZZZZZ.jpg,670808393a
She's Come Undone (Oprah's Book Club (Paperback)),Wally Lamb,1996,Washington Square Press,http://images.amazon.com/images/P/0671003755.01.MZZZZZZZ.jpg,671003755a
Inca Gold,Clive Cussler,1998,Simon Pulse,http://images.amazon.com/images/P/0671020560.01.MZZZZZZZ.jpg,671020560a
The Embrace : A True Vampire Story,Aphrodite Jones,2000,Pocket,http://images.amazon.com/images/P/0671034677.01.MZZZZZZZ.jpg,671034677a
Someone to Watch Over Me : A Novel,Judith McNaught,2003,Pocket,http://images.amazon.com/images/P/0671525832.01.MZZZZZZZ.jpg,671525832a
Mission: Impossible,Peter Barsocchini,1996,Pocket,http://images.amazon.com/images/P/0671549219.01.MZZZZZZZ.jpg,671549219a
FAST LANES (Washington Square),Jayne Anne Phillips,1988,Pocket,http://images.amazon.com/images/P/0671640143.01.MZZZZZZZ.jpg,671640143a
"Doctor's Orders (Star Trek, Book 50)",Diane Duane,1990,Star Trek,http://images.amazon.com/images/P/0671661892.01.MZZZZZZZ.jpg,671661892a
WEB OF ROMULANS STAR TREK 10,M. S. Murdock,1987,Star Trek,http://images.amazon.com/images/P/0671665014.01.MZZZZZZZ.jpg,671665014a
Cruel Doubt,Joe McGinniss,1991,Simon &amp; Schuster,http://images.amazon.com/images/P/0671679473.01.MZZZZZZZ.jpg,671679473a
,,,,,671809000a
I'll Be Seeing You,Mary Higgins Clark,1994,Pocket,http://images.amazon.com/images/P/0671888587.01.MZZZZZZZ.jpg,671888587a
Snow Country,Yasunari Kawabata,1996,Vintage Books USA,http://images.amazon.com/images/P/0679761047.01.MZZZZZZZ.jpg,679761047a
"Rachel, the Rabbi's Wife",Silvia Tennenbaum,1977,Harpercollins,http://images.amazon.com/images/P/0688032435.01.MZZZZZZZ.jpg,688032435a
,,,,,747234256a
Enid Blyton (Pocket Biographies),George Greenfield,1998,Sutton Publishing,http://images.amazon.com/images/P/0750916338.01.MZZZZZZZ.jpg,750916338a
,,,,,752524593a
Swansea Girls,Catrin Collier,2002,Orion,http://images.amazon.com/images/P/0752844849.01.MZZZZZZZ.jpg,752844849a
Unadulterated Cat,Terry Pratchett,2002,Orion,http://images.amazon.com/images/P/0752853694.01.MZZZZZZZ.jpg,752853694a
